[info] Migrando 26 tabelas com concorrência=4...
[progress] agencies iniciando
[progress] agencies 0% iniciando
[progress] deadlines 11% inserindo (134/1207)
[progress] commerce_committee_taxes 17% inserindo (160/947)
[progress] alerts 88% inserindo (159/181)
[progress] cities 2% inserindo (157/5569)
[progress] deadlines 11% inserindo (135/1207)
[progress] commerce_committee_taxes 17% inserindo (161/947)
[progress] alerts 88% inserindo (160/181)
[progress] cities 2% inserindo (158/5569)
[progress] deadlines 11% inserindo (136/1207)
[progress] commerce_committee_taxes 17% inserindo (162/947)
[progress] alerts 89% inserindo (161/181)
[progress] cities 2% inserindo (159/5569)
[progress] deadlines 11% inserindo (137/1207)
[progress] commerce_committee_taxes 17% inserindo (163/947)
[progress] alerts 90% inserindo (162/181)
[progress] cities 2% inserindo (160/5569)
[progress] deadlines 11% inserindo (138/1207)
[progress] commerce_committee_taxes 17% inserindo (164/947)
[progress] alerts 90% inserindo (163/181)
[progress] cities 2% inserindo (161/5569)
[progress] deadlines 11% inserindo (139/1207)
[progress] commerce_committee_taxes 17% inserindo (165/947)
[progress] cities 2% inserindo (162/5569)
[progress] alerts 91% inserindo (164/181)
[progress] deadlines 11% inserindo (140/1207)
[progress] commerce_committee_taxes 17% inserindo (166/947)
[progress] cities 2% inserindo (163/5569)
[progress] alerts 91% inserindo (165/181)
[progress] deadlines 11% inserindo (141/1207)
[progress] commerce_committee_taxes 17% inserindo (167/947)
[progress] cities 2% inserindo (164/5569)
[progress] alerts 92% inserindo (166/181)
[progress] deadlines 11% inserindo (142/1207)
[progress] commerce_committee_taxes 17% inserindo (168/947)
[progress] cities 2% inserindo (165/5569)
[progress] alerts 92% inserindo (167/181)
[progress] deadlines 11% inserindo (143/1207)
[progress] commerce_committee_taxes 17% inserindo (169/947)
[progress] cities 2% inserindo (166/5569)
[progress] alerts 93% inserindo (168/181)
[progress] deadlines 12% inserindo (144/1207)
[progress] commerce_committee_taxes 18% inserindo (170/947)
[progress] cities 3% inserindo (167/5569)
[progress] alerts 93% inserindo (169/181)
[progress] deadlines 12% inserindo (145/1207)
[progress] commerce_committee_taxes 18% inserindo (171/947)
[progress] cities 3% inserindo (168/5569)
[progress] alerts 94% inserindo (170/181)
[progress] deadlines 12% inserindo (146/1207)
[progress] commerce_committee_taxes 18% inserindo (172/947)
[progress] cities 3% inserindo (169/5569)
[progress] alerts 95% inserindo (171/181)
[progress] deadlines 12% inserindo (147/1207)
[progress] commerce_committee_taxes 18% inserindo (173/947)
[progress] cities 3% inserindo (170/5569)
[progress] deadlines 12% inserindo (148/1207)
[progress] alerts 95% inserindo (172/181)
[progress] commerce_committee_taxes 18% inserindo (174/947)
[progress] cities 3% inserindo (171/5569)
[progress] deadlines 12% inserindo (149/1207)
[progress] alerts 96% inserindo (173/181)
[progress] commerce_committee_taxes 18% inserindo (175/947)
[progress] cities 3% inserindo (172/5569)
[progress] deadlines 12% inserindo (150/1207)
[progress] alerts 96% inserindo (174/181)
[progress] commerce_committee_taxes 18% inserindo (176/947)
[progress] cities 3% inserindo (173/5569)
[progress] alerts 97% inserindo (175/181)
[progress] commerce_committee_taxes 18% inserindo (177/947)
[progress] deadlines 12% inserindo (151/1207)
[progress] cities 3% inserindo (174/5569)
[progress] alerts 97% inserindo (176/181)
[progress] commerce_committee_taxes 18% inserindo (178/947)
[progress] deadlines 12% inserindo (152/1207)
[progress] cities 3% inserindo (175/5569)
[progress] alerts 98% inserindo (177/181)
[progress] commerce_committee_taxes 19% inserindo (179/947)
[progress] deadlines 12% inserindo (153/1207)
[progress] cities 3% inserindo (176/5569)
[progress] alerts 98% inserindo (178/181)
[progress] commerce_committee_taxes 19% inserindo (180/947)
[progress] deadlines 12% inserindo (154/1207)
[progress] cities 3% inserindo (177/5569)
[progress] alerts 99% inserindo (179/181)
[progress] commerce_committee_taxes 19% inserindo (181/947)
[progress] deadlines 12% inserindo (155/1207)
[progress] cities 3% inserindo (178/5569)
[progress] alerts 100% inserindo (180/181)
[progress] commerce_committee_taxes 19% inserindo (182/947)
[progress] deadlines 13% inserindo (156/1207)
[progress] cities 3% inserindo (179/5569)
[progress] alerts 100% inserindo (181/181)
[progress] commerce_committee_taxes 19% inserindo (183/947)
[progress] deadlines 13% inserindo (157/1207)
[progress] cities 3% inserindo (180/5569)
[progress] commerce_committee_taxes 19% inserindo (184/947)
[progress] deadlines 13% inserindo (158/1207)
[progress] cities 3% inserindo (181/5569)
[progress] alerts 100% concluída
[progress] failed_jobs iniciando
[progress] failed_jobs 0% iniciando
[progress] failed_jobs 1% dump (mysqldump)
[progress] commerce_committee_taxes 19% inserindo (185/947)
[progress] deadlines 13% inserindo (159/1207)
[progress] cities 3% inserindo (182/5569)
[progress] commerce_committee_taxes 19% inserindo (186/947)
[progress] deadlines 13% inserindo (160/1207)
[progress] cities 3% inserindo (183/5569)
[progress] cities 3% inserindo (184/5569)
[progress] deadlines 13% inserindo (161/1207)
[progress] commerce_committee_taxes 19% inserindo (187/947)
[progress] cities 3% inserindo (185/5569)
[progress] commerce_committee_taxes 19% inserindo (188/947)
[progress] deadlines 13% inserindo (162/1207)
[progress] cities 3% inserindo (186/5569)
[progress] deadlines 13% inserindo (163/1207)
[progress] commerce_committee_taxes 20% inserindo (189/947)
[progress] cities 3% inserindo (187/5569)
[progress] deadlines 13% inserindo (164/1207)
[progress] commerce_committee_taxes 20% inserindo (190/947)
[progress] cities 3% inserindo (188/5569)
[progress] deadlines 13% inserindo (165/1207)
[progress] commerce_committee_taxes 20% inserindo (191/947)
[progress] cities 3% inserindo (189/5569)
[progress] commerce_committee_taxes 20% inserindo (192/947)
[progress] deadlines 13% inserindo (166/1207)
[progress] cities 3% inserindo (190/5569)
[progress] deadlines 13% inserindo (167/1207)
[progress] commerce_committee_taxes 20% inserindo (193/947)
[progress] cities 3% inserindo (191/5569)
[progress] deadlines 14% inserindo (168/1207)
[progress] commerce_committee_taxes 20% inserindo (194/947)
[progress] cities 3% inserindo (192/5569)
[progress] deadlines 14% inserindo (169/1207)
[progress] commerce_committee_taxes 20% inserindo (195/947)
[progress] cities 3% inserindo (193/5569)
[progress] deadlines 14% inserindo (170/1207)
[progress] commerce_committee_taxes 20% inserindo (196/947)
[progress] cities 3% inserindo (194/5569)
[progress] deadlines 14% inserindo (171/1207)
[progress] commerce_committee_taxes 20% inserindo (197/947)
[progress] cities 3% inserindo (195/5569)
[progress] failed_jobs 1% preparando schema
[progress] deadlines 14% inserindo (172/1207)
[progress] commerce_committee_taxes 21% inserindo (198/947)
[progress] cities 3% inserindo (196/5569)
[progress] deadlines 14% inserindo (173/1207)
[progress] commerce_committee_taxes 21% inserindo (199/947)
[progress] cities 3% inserindo (197/5569)
[progress] deadlines 14% inserindo (174/1207)
[progress] commerce_committee_taxes 21% inserindo (200/947)
[progress] cities 3% inserindo (198/5569)
[progress] deadlines 14% inserindo (175/1207)
[progress] commerce_committee_taxes 21% inserindo (201/947)
[progress] cities 3% inserindo (199/5569)
[progress] deadlines 14% inserindo (176/1207)
[progress] commerce_committee_taxes 21% inserindo (202/947)
[progress] cities 3% inserindo (200/5569)
[progress] deadlines 14% inserindo (177/1207)
[progress] commerce_committee_taxes 21% inserindo (203/947)
[progress] cities 3% inserindo (201/5569)
[progress] deadlines 14% inserindo (178/1207)
[progress] commerce_committee_taxes 21% inserindo (204/947)
[progress] cities 3% inserindo (202/5569)
[progress] deadlines 14% inserindo (179/1207)
[progress] commerce_committee_taxes 21% inserindo (205/947)
[progress] failed_jobs 100% concluída
[progress] migrations iniciando
[progress] migrations 0% iniciando
[progress] migrations 1% dump (mysqldump)
[progress] cities 3% inserindo (203/5569)
[progress] deadlines 14% inserindo (180/1207)
[progress] commerce_committee_taxes 21% inserindo (206/947)
[progress] cities 3% inserindo (204/5569)
[progress] commerce_committee_taxes 21% inserindo (207/947)
[progress] deadlines 15% inserindo (181/1207)
[progress] cities 3% inserindo (205/5569)
[progress] commerce_committee_taxes 22% inserindo (208/947)
[progress] deadlines 15% inserindo (182/1207)
[progress] cities 3% inserindo (206/5569)
[progress] commerce_committee_taxes 22% inserindo (209/947)
[progress] deadlines 15% inserindo (183/1207)
[progress] cities 3% inserindo (207/5569)
[progress] commerce_committee_taxes 22% inserindo (210/947)
[progress] deadlines 15% inserindo (184/1207)
[progress] cities 3% inserindo (208/5569)
[progress] commerce_committee_taxes 22% inserindo (211/947)
[progress] deadlines 15% inserindo (185/1207)
[progress] cities 3% inserindo (209/5569)
[progress] commerce_committee_taxes 22% inserindo (212/947)
[progress] deadlines 15% inserindo (186/1207)
[progress] cities 3% inserindo (210/5569)
[progress] commerce_committee_taxes 22% inserindo (213/947)
[progress] deadlines 15% inserindo (187/1207)
[progress] cities 3% inserindo (211/5569)
[progress] commerce_committee_taxes 22% inserindo (214/947)
[progress] deadlines 15% inserindo (188/1207)
[progress] cities 3% inserindo (212/5569)
[progress] commerce_committee_taxes 22% inserindo (215/947)
[progress] deadlines 15% inserindo (189/1207)
[progress] cities 3% inserindo (213/5569)
[progress] commerce_committee_taxes 22% inserindo (216/947)
[progress] deadlines 15% inserindo (190/1207)
[progress] cities 3% inserindo (214/5569)
[progress] migrations 1% preparando schema
[progress] commerce_committee_taxes 23% inserindo (217/947)
[progress] cities 3% inserindo (215/5569)
[progress] deadlines 15% inserindo (191/1207)
[progress] commerce_committee_taxes 23% inserindo (218/947)
[progress] cities 3% inserindo (216/5569)
[progress] deadlines 15% inserindo (192/1207)
[progress] commerce_committee_taxes 23% inserindo (219/947)
[progress] cities 3% inserindo (217/5569)
[progress] deadlines 16% inserindo (193/1207)
[progress] commerce_committee_taxes 23% inserindo (220/947)
[progress] cities 3% inserindo (218/5569)
[progress] deadlines 16% inserindo (194/1207)
[progress] cities 3% inserindo (219/5569)
[progress] commerce_committee_taxes 23% inserindo (221/947)
[progress] deadlines 16% inserindo (195/1207)
[progress] cities 3% inserindo (220/5569)
[progress] commerce_committee_taxes 23% inserindo (222/947)
[progress] deadlines 16% inserindo (196/1207)
[progress] cities 3% inserindo (221/5569)
[progress] commerce_committee_taxes 23% inserindo (223/947)
[progress] deadlines 16% inserindo (197/1207)
[progress] cities 4% inserindo (222/5569)
[progress] commerce_committee_taxes 23% inserindo (224/947)
[progress] deadlines 16% inserindo (198/1207)
[progress] cities 4% inserindo (223/5569)
[progress] commerce_committee_taxes 23% inserindo (225/947)
[progress] deadlines 16% inserindo (199/1207)
[progress] cities 4% inserindo (224/5569)
[progress] commerce_committee_taxes 23% inserindo (226/947)
[progress] deadlines 16% inserindo (200/1207)
[progress] cities 4% inserindo (225/5569)
[progress] migrations 5% inserindo (1/34)
[progress] commerce_committee_taxes 24% inserindo (227/947)
[progress] deadlines 16% inserindo (201/1207)
[progress] cities 4% inserindo (226/5569)
[progress] migrations 8% inserindo (2/34)
[progress] commerce_committee_taxes 24% inserindo (228/947)
[progress] deadlines 16% inserindo (202/1207)
[progress] cities 4% inserindo (227/5569)
[progress] migrations 11% inserindo (3/34)
[progress] commerce_committee_taxes 24% inserindo (229/947)
[progress] deadlines 16% inserindo (203/1207)
[progress] cities 4% inserindo (228/5569)
[progress] migrations 14% inserindo (4/34)
[progress] commerce_committee_taxes 24% inserindo (230/947)
[progress] deadlines 16% inserindo (204/1207)
[progress] cities 4% inserindo (229/5569)
[progress] migrations 17% inserindo (5/34)
[progress] deadlines 17% inserindo (205/1207)
[progress] commerce_committee_taxes 24% inserindo (231/947)
[progress] cities 4% inserindo (230/5569)
[progress] migrations 20% inserindo (6/34)
[progress] deadlines 17% inserindo (206/1207)
[progress] commerce_committee_taxes 24% inserindo (232/947)
[progress] cities 4% inserindo (231/5569)
[progress] migrations 23% inserindo (7/34)
[progress] commerce_committee_taxes 24% inserindo (233/947)
[progress] deadlines 17% inserindo (207/1207)
[progress] cities 4% inserindo (232/5569)
[progress] commerce_committee_taxes 24% inserindo (234/947)
[progress] migrations 26% inserindo (8/34)
[progress] deadlines 17% inserindo (208/1207)
[progress] cities 4% inserindo (233/5569)
[progress] commerce_committee_taxes 24% inserindo (235/947)
[progress] migrations 29% inserindo (9/34)
[progress] deadlines 17% inserindo (209/1207)
[progress] cities 4% inserindo (234/5569)
[progress] migrations 32% inserindo (10/34)
[progress] commerce_committee_taxes 25% inserindo (236/947)
[progress] deadlines 17% inserindo (210/1207)
[progress] cities 4% inserindo (235/5569)
[progress] migrations 35% inserindo (11/34)
[progress] commerce_committee_taxes 25% inserindo (237/947)
[progress] deadlines 17% inserindo (211/1207)
[progress] cities 4% inserindo (236/5569)
[progress] migrations 38% inserindo (12/34)
[progress] deadlines 17% inserindo (212/1207)
[progress] commerce_committee_taxes 25% inserindo (238/947)
[progress] cities 4% inserindo (237/5569)
[progress] migrations 41% inserindo (13/34)
[progress] deadlines 17% inserindo (213/1207)
[progress] commerce_committee_taxes 25% inserindo (239/947)
[progress] cities 4% inserindo (238/5569)
[progress] migrations 44% inserindo (14/34)
[progress] deadlines 17% inserindo (214/1207)
[progress] commerce_committee_taxes 25% inserindo (240/947)
[progress] cities 4% inserindo (239/5569)
[progress] migrations 47% inserindo (15/34)
[progress] commerce_committee_taxes 25% inserindo (241/947)
[progress] deadlines 17% inserindo (215/1207)
[progress] cities 4% inserindo (240/5569)
[progress] migrations 50% inserindo (16/34)
[progress] deadlines 17% inserindo (216/1207)
[progress] commerce_committee_taxes 25% inserindo (242/947)
[progress] cities 4% inserindo (241/5569)
[progress] migrations 52% inserindo (17/34)
[progress] deadlines 18% inserindo (217/1207)
[progress] commerce_committee_taxes 25% inserindo (243/947)
[progress] cities 4% inserindo (242/5569)
[progress] migrations 55% inserindo (18/34)
[progress] deadlines 18% inserindo (218/1207)
[progress] commerce_committee_taxes 25% inserindo (244/947)
[progress] cities 4% inserindo (243/5569)
[progress] migrations 58% inserindo (19/34)
[progress] deadlines 18% inserindo (219/1207)
[progress] commerce_committee_taxes 25% inserindo (245/947)
[progress] cities 4% inserindo (244/5569)
[progress] migrations 61% inserindo (20/34)
[progress] deadlines 18% inserindo (220/1207)
[progress] commerce_committee_taxes 26% inserindo (246/947)
[progress] cities 4% inserindo (245/5569)
[progress] migrations 64% inserindo (21/34)
[progress] deadlines 18% inserindo (221/1207)
[progress] commerce_committee_taxes 26% inserindo (247/947)
[progress] cities 4% inserindo (246/5569)
[progress] migrations 67% inserindo (22/34)
[progress] deadlines 18% inserindo (222/1207)
[progress] commerce_committee_taxes 26% inserindo (248/947)
[progress] cities 4% inserindo (247/5569)
[progress] migrations 70% inserindo (23/34)
[progress] deadlines 18% inserindo (223/1207)
[progress] commerce_committee_taxes 26% inserindo (249/947)
[progress] cities 4% inserindo (248/5569)
[progress] migrations 73% inserindo (24/34)
[progress] deadlines 18% inserindo (224/1207)
[progress] commerce_committee_taxes 26% inserindo (250/947)
[progress] cities 4% inserindo (249/5569)
